file,attribute_label,single_instruction,single_answer,multi_instruction,multi_answer
1063_WSI_SAD_XX.wav,sad,How does the speaker feel in the recording? (a) fear (b) angry (c) disgust (d) sad, (d) sad,"Considering the emotion expressed by the speaker in the audio, which social interaction do you think is most appropriate as a response? (a) Calmly acknowledge their frustration and suggest a solution. (b) Listen empathetically and let them express their feelings. (c) Express genuine excitement for their good news or achievement. (d) Reassure them and offer a way to move past the uncomfortable    situation.",(b) Listen empathetically and let them express their feelings.
1012_ITH_SAD_XX.wav,sad,What is the emotional tone of the speaker in the audio? (a) fear (b) sad (c) disgust (d) happy, (b) sad,"Based on the emotional tone of the speech, which scenario seems to best reflect the speaker's emotion? (a) A person smiling after receiving good news. (b) Attending a close friend's funeral. (c) Facing an aggressive dog on the street. (d) A person yelling after being cut off in traffic.",(b) Attending a close friend's funeral.
1059_TIE_SAD_XX.wav,sad,What emotion is the speaker expressing in the audio? (a) disgust (b) sad (c) angry (d) happy, (b) sad,"Which sentence would people feeling the same emotion most likely to say? (a) I feel so grateful and full of joy right now. (b) It’s hard to imagine things ever getting better. (c) That’s just revolting, I can’t believe it. (d) This is terrifying, I can’t stop thinking about it.",(b) It’s hard to imagine things ever getting better.
1015_IEO_SAD_HI.wav,sad,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) angry (b) happy (c) disgust (d) sad", (d) sad,"Among the following facial expressions, which one do you think best corresponds to the emotion conveyed in the audio clip? (a) Averted gaze with a grimacing mouth (b) Wrinkled forehead and a forlorn expression (c) Clenched teeth with side facial muscles showing tension. (d) A radiant expression with raised cheeks",(b) Wrinkled forehead and a forlorn expression
1001_ITH_SAD_XX.wav,sad,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) sad (b) fear (c) happy (d) disgust", (a) sad,"Based on the emotion identified in the audio, Which social interaction would be most appropriate as a response ? (a) Express understanding calmly and suggest leaving the unpleasant environment. (b) Suggest spending some time together to cheer them up. (c) Hold their hand or offer some physical reassurance. (d) Listen attentively without interrupting to let them vent.",(b) Suggest spending some time together to cheer them up.
1080_ITS_SAD_XX.wav,sad,What is the emotional tone of the speaker in the audio? (a) disgust (b) happy (c) fear (d) sad, (d) sad,"Considering the emotion expressed in the audio, which of the following facial expressions would align most closely with it? (a) Averted gaze with a grimacing mouth (b) A heavy sigh with a frown and slumped posture (c) A broad smile with sparkling eyes (d) Frozen facial expression with trembling lips and quickened breathing.",(b) A heavy sigh with a frown and slumped posture
1011_MTI_SAD_XX.wav,sad,Can you identify the speaker's emotion from this clip? (a) happy (b) sad (c) fear (d) disgust, (b) sad,"From the provided options, which scenario most likely corresponds to the emotion expressed by the speaker in the speech? (a) Attending a close friend's funeral. (b) A person smiling after receiving good news. (c) Walking alone in a dark alley at night. (d) Seeing an unpleasant image online.",(a) Attending a close friend's funeral.
1020_IEO_SAD_MD.wav,sad,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) sad (b) disgust (c) fear (d) angry", (a) sad,"Based on the emotion conveyed by the speaker in the audio, which of the following social interactions would be the most suitable response? (a) Express genuine excitement for their good news or achievement. (b) Offer a comforting hug or words of reassurance. (c) Reassure them and offer a way to move past the uncomfortable    situation. (d) Encourage them to take deep breaths to relax.",(b) Offer a comforting hug or words of reassurance.
1084_IWW_SAD_XX.wav,sad,How does the speaker feel in the recording? (a) sad (b) fear (c) disgust (d) happy, (a) sad,"From the provided options, which scenario most likely corresponds to the emotion expressed by the speaker in the speech? (a) Watching a touching but sorrowful movie scene. (b) Hearing a shocking and offensive statement. (c) A heated argument between colleagues. (d) Preparing for a high-stakes exam with anxiety.",(a) Watching a touching but sorrowful movie scene.
1023_DFA_SAD_XX.wav,sad,How does the speaker feel in the recording? (a) sad (b) happy (c) disgust (d) fear, (a) sad,"Considering the emotion communicated in this speech, which of these scenarios aligns most closely with the speaker's emotional state? (a) Saying goodbye at an airport. (b) Rejecting a tasteless meal with a grimace. (c) A heated argument between colleagues. (d) Celebrating a birthday with friends and family.",(a) Saying goodbye at an airport.
1029_ITS_SAD_XX.wav,sad,What emotion is the speaker expressing in the audio? (a) happy (b) angry (c) disgust (d) sad, (d) sad,"Considering the emotion communicated in this speech, which of these scenarios aligns most closely with the speaker's emotional state? (a) A person crying after a breakup. (b) Laughing at a funny joke in a conversation. (c) A heated argument between colleagues. (d) Preparing for a high-stakes exam with anxiety.",(a) A person crying after a breakup.
1044_DFA_SAD_XX.wav,sad,What emotional tone or feeling is conveyed by the speaker in the given audio file based on their vocal cues? (a) fear (b) angry (c) disgust (d) sad, (d) sad,Which situation best fits the emotion expressed in the speech? (a) Attending a close friend's funeral. (b) Winning a long-anticipated award or prize. (c) Slamming a door after a disagreement. (d) Reacting to a sudden loud noise in an empty house.,(a) Attending a close friend's funeral.
1032_IWW_FEA_XX.wav,fear,What emotional tone or feeling is conveyed by the speaker in the given audio file based on their vocal cues? (a) angry (b) disgust (c) happy (d) fear, (d) fear,"Considering the emotion expressed in the audio, which of the following facial expressions would align most closely with it? (a) A heavy sigh with a frown and slumped posture (b) Wide-open eyes with raised eyebrows and slightly parted lips. (c) A warm, genuine smile with slightly tilted head (d) Squinted eyes and a pinched nose",(b) Wide-open eyes with raised eyebrows and slightly parted lips.
1071_WSI_FEA_XX.wav,fear,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) happy (b) angry (c) disgust (d) fear", (d) fear,"What facial expression most aligns with the emotion in the recording? (a) Head slightly pulled back with a terrified gaze, as if searching for an escape. (b) Squinted eyes and a pinched nose (c) A sharp, piercing gaze and compressed lips (d) Eyes gazing downward with trembling lips","(a) Head slightly pulled back with a terrified gaze, as if searching for an escape."
1016_TIE_FEA_XX.wav,fear,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) disgust (b) happy (c) fear (d) angry", (c) fear,"From the provided options, which scenario most likely corresponds to the emotion expressed by the speaker in the speech? (a) Saying goodbye at an airport. (b) Turning away from spoiled food. (c) Preparing for a high-stakes exam with anxiety. (d) A person smiling after receiving good news.",(c) Preparing for a high-stakes exam with anxiety.
1022_MTI_FEA_XX.wav,fear,What emotion is the speaker expressing in the audio? (a) fear (b) disgust (c) sad (d) angry, (a) fear,"Based on the emotion identified in the audio, which of these facial expressions is most likely to match the speaker's emotional state? (a) Squinted eyes and a pinched nose (b) Eyes gazing downward with trembling lips (c) Eyes crinkling with an open-mouthed laugh (d) Tightly furrowed brow with trembling lips",(d) Tightly furrowed brow with trembling lips
1036_TSI_FEA_XX.wav,fear,"From the available audio recording, can you analyze and identify the emotion being expressed by the speaker? (a) sad (b) happy (c) disgust (d) fear", (d) fear,"Which facial expression best fits the emotion heard in the audio? (a) A wrinkled nose and raised upper lip (b) Tightly furrowed brow with trembling lips (c) A sharp, piercing gaze and compressed lips (d) A warm, genuine smile with slightly tilted head",(b) Tightly furrowed brow with trembling lips
1012_DFA_FEA_XX.wav,fear,Can you identify the speaker's emotion from this clip? (a) fear (b) sad (c) disgust (d) happy, (a) fear,"Based on the emotion identified in the audio, which of these facial expressions is most likely to match the speaker's emotional state? (a) Retracted chin with one corner of the mouth twitching, as if intolerable. (b) Eyes crinkling with an open-mouthed laugh (c) Wide-open eyes with raised eyebrows and slightly parted lips. (d) A heavy sigh with a frown and slumped posture",(c) Wide-open eyes with raised eyebrows and slightly parted lips.
1076_IWL_FEA_XX.wav,fear,Can you identify the speaker's emotion from this clip? (a) fear (b) sad (c) happy (d) disgust, (a) fear,"Which sentence would people feeling the same emotion most likely to say? (a) This thing looks absolutely gross and dirty; I can’t stand it! (b) This situation is really starting to piss me off! (c) I’m really scared about what might happen next. (d) This is the best day ever, I feel on top of the world!",(c) I’m really scared about what might happen next.
1030_ITH_FEA_XX.wav,fear,"From the available audio recording, can you analyze and identify the emotion being expressed by the speaker? (a) disgust (b) sad (c) fear (d) angry", (c) fear,"What facial expression most aligns with the emotion in the recording? (a) Relaxed facial muscles with a cheerful grin (b) Head slightly pulled back with a terrified gaze, as if searching for an escape. (c) Furrowed brows with slightly open mouth, as if about to shout. (d) A wrinkled nose and raised upper lip","(b) Head slightly pulled back with a terrified gaze, as if searching for an escape."
1006_IEO_FEA_HI.wav,fear,Can you identify the speaker's emotion from this clip? (a) fear (b) disgust (c) angry (d) sad, (a) fear,"Which sentence best reflects the same emotion identified in the audio? (a) Stop making excuses; this is entirely your fault! (b) It’s so dirty! Please clean it as quick as possible. (c) I can’t breathe, I’m just so afraid right now. (d) I feel so grateful and full of joy right now.","(c) I can’t breathe, I’m just so afraid right now."
1088_ITH_FEA_XX.wav,fear,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) disgust (b) sad (c) happy (d) fear", (d) fear,"Which sentence most accurately reflects how people feeling the same emotion as the speaker might express themselves? (a) I feel so empty, like nothing matters anymore. (b) How dare they treat me so unfairly like this! (c) I can’t even look at this without feeling uncomfortable. (d) This is terrifying, I can’t stop thinking about it.","(d) This is terrifying, I can’t stop thinking about it."
1078_TSI_FEA_XX.wav,fear,How does the speaker feel in the recording? (a) sad (b) happy (c) disgust (d) fear, (d) fear,"Considering the emotion communicated in this speech, which of these scenarios aligns most closely with the speaker's emotional state? (a) Saying goodbye at an airport. (b) Hearing a shocking and offensive statement. (c) Winning a long-anticipated award or prize. (d) Facing an aggressive dog on the street.",(d) Facing an aggressive dog on the street.
1048_IEO_FEA_HI.wav,fear,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) disgust (b) happy (c) sad (d) fear", (d) fear,What scenario best aligns with the speaker's emotion identified in this speech? (a) Celebrating a birthday with friends and family. (b) A person crying after a breakup. (c) Rejecting a tasteless meal with a grimace. (d) Reacting to a sudden loud noise in an empty house.,(d) Reacting to a sudden loud noise in an empty house.
1038_DFA_FEA_XX.wav,fear,What emotional tone or feeling is conveyed by the speaker in the given audio file based on their vocal cues? (a) fear (b) happy (c) disgust (d) sad, (a) fear,"Among the following facial expressions, which one do you think best corresponds to the emotion conveyed in the audio clip? (a) Wide-open eyes with raised eyebrows and slightly parted lips. (b) Averted gaze with a grimacing mouth (c) Flared nostrils with a tense expression (d) Eyes crinkling with an open-mouthed laugh",(a) Wide-open eyes with raised eyebrows and slightly parted lips.
1076_DFA_FEA_XX.wav,fear,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) happy (b) fear (c) sad (d) disgust", (b) fear,"Considering the emotion expressed by the speaker in the audio, which social interaction do you think is most appropriate as a response? (a) Apologize and admit your mistake, if appropriate. (b) Hold their hand or offer some physical reassurance. (c) Apologize for their discomfort and change the topic to avoid making them more uncomfortable. (d) Listen empathetically and let them express their feelings.",(b) Hold their hand or offer some physical reassurance.
1021_MTI_FEA_XX.wav,fear,Can you identify the speaker's emotion from this clip? (a) fear (b) happy (c) sad (d) angry, (a) fear,"Based on the emotion identified in the audio, Which social interaction would be most appropriate as a response ? (a) Give them space to cool off before engaging further. (b) Offer a comforting hug or words of reassurance. (c) Celebrate their joy with a cheerful response. (d) Offer reassurance and remind them they are safe.",(d) Offer reassurance and remind them they are safe.
1047_IOM_FEA_XX.wav,fear,Can you identify the speaker's emotion from this clip? (a) disgust (b) sad (c) happy (d) fear, (d) fear,Which facial expression best fits the emotion heard in the audio? (a) Wrinkled forehead and a forlorn expression (b) Eyes crinkling with an open-mouthed laugh (c) Frozen facial expression with trembling lips and quickened breathing. (d) Averted gaze with a grimacing mouth,(c) Frozen facial expression with trembling lips and quickened breathing.
1057_IOM_FEA_XX.wav,fear,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) sad (b) angry (c) happy (d) fear", (d) fear,"Which sentence best reflects the same emotion identified in the audio? (a) I’m so excited, I just can’t contain my happiness! (b) I feel so empty, like nothing matters anymore. (c) It’s so dirty! Please clean it as quick as possible. (d) I’m really scared about what might happen next.",(d) I’m really scared about what might happen next.
1058_TSI_FEA_XX.wav,fear,"From the available audio recording, can you analyze and identify the emotion being expressed by the speaker? (a) angry (b) disgust (c) happy (d) fear", (d) fear,"Among the following facial expressions, which one do you think best corresponds to the emotion conveyed in the audio clip? (a) A sharp, piercing gaze and compressed lips (b) Wide-open eyes with raised eyebrows and slightly parted lips. (c) Relaxed facial muscles with a cheerful grin (d) A heavy sigh with a frown and slumped posture",(b) Wide-open eyes with raised eyebrows and slightly parted lips.
1085_WSI_FEA_XX.wav,fear,"From the available audio recording, can you analyze and identify the emotion being expressed by the speaker? (a) angry (b) fear (c) sad (d) disgust", (b) fear,"What facial expression best represents the emotion in the clip? (a) Head slightly pulled back with a terrified gaze, as if searching for an escape. (b) Furrowed brows with slightly open mouth, as if about to shout. (c) Wrinkled forehead and a forlorn expression (d) Averted gaze with a grimacing mouth","(a) Head slightly pulled back with a terrified gaze, as if searching for an escape."
1016_IEO_FEA_MD.wav,fear,How does the speaker feel in the recording? (a) sad (b) happy (c) angry (d) fear, (d) fear,What facial expression best represents the emotion in the clip? (a) Eyes gazing downward with trembling lips (b) Squinted eyes and a pinched nose (c) Tightly pressed lips with glaring eyes (d) Wide-open eyes with raised eyebrows and slightly parted lips.,(d) Wide-open eyes with raised eyebrows and slightly parted lips.
1077_TSI_FEA_XX.wav,fear,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) happy (b) sad (c) fear (d) angry", (c) fear,"What facial expression most aligns with the emotion in the recording? (a) Squinted eyes and a pinched nose (b) Furrowed brows with slightly open mouth, as if about to shout. (c) Head slightly pulled back with a terrified gaze, as if searching for an escape. (d) A heavy sigh with a frown and slumped posture","(c) Head slightly pulled back with a terrified gaze, as if searching for an escape."
1019_IOM_FEA_XX.wav,fear,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) disgust (b) fear (c) happy (d) sad", (b) fear,"Considering the speaker's emotion, which sentence would best represent the feelings of others who are experiencing the same emotion? (a) I feel so grateful and full of joy right now. (b) I just can’t stop thinking about all those bad memories. (c) That’s just revolting, I can’t believe it. (d) I can’t shake the feeling that something bad is coming.",(d) I can’t shake the feeling that something bad is coming.
1058_IEO_FEA_MD.wav,fear,How does the speaker feel in the recording? (a) angry (b) fear (c) happy (d) disgust, (b) fear,Which of the following scenarios do you think best matches the speaker's emotion conveyed in this speech? (a) Reading a heartfelt goodbye letter. (b) Celebrating a birthday with friends and family. (c) Reacting to a sudden loud noise in an empty house. (d) A person yelling after being cut off in traffic.,(c) Reacting to a sudden loud noise in an empty house.
1084_ITS_FEA_XX.wav,fear,What is the emotional tone of the speaker in the audio? (a) disgust (b) sad (c) fear (d) angry, (c) fear,"Based on the emotion conveyed by the speaker in the audio, which of the following social interactions would be the most suitable response? (a) Offer a comforting hug or words of reassurance. (b) Apologize for their discomfort and change the topic to avoid making them more uncomfortable. (c) Encourage them to take deep breaths to relax. (d) Offer congratulations or compliments to share their happiness.",(c) Encourage them to take deep breaths to relax.
1033_IOM_FEA_XX.wav,fear,What is the emotional tone of the speaker in the audio? (a) disgust (b) happy (c) angry (d) fear, (d) fear,Which situation best corresponds to the emotion conveyed in the speech? (a) Attending a close friend's funeral. (b) Winning a long-anticipated award or prize. (c) Walking alone in a dark alley at night. (d) A heated argument between colleagues.,(c) Walking alone in a dark alley at night.
1020_TIE_FEA_XX.wav,fear,What emotional tone or feeling is conveyed by the speaker in the given audio file based on their vocal cues? (a) angry (b) fear (c) disgust (d) happy, (b) fear,"Based on the emotion conveyed by the speaker in the audio, which of the following social interactions would be the most suitable response? (a) Hold their hand or offer some physical reassurance. (b) Give them space to cool off before engaging further. (c) Express understanding calmly and suggest leaving the unpleasant environment. (d) Offer a comforting hug or words of reassurance.",(a) Hold their hand or offer some physical reassurance.
1001_WSI_FEA_XX.wav,fear,What emotion is the speaker expressing in the audio? (a) disgust (b) sad (c) happy (d) fear, (d) fear,"Based on the emotional tone of the speech, which scenario seems to best reflect the speaker's emotion? (a) Attending a close friend's funeral. (b) Reacting to a sudden loud noise in an empty house. (c) Turning away from spoiled food. (d) A person smiling after receiving good news.",(b) Reacting to a sudden loud noise in an empty house.
1075_TAI_FEA_XX.wav,fear,What emotion is the speaker expressing in the audio? (a) fear (b) happy (c) sad (d) disgust, (a) fear,"Based on the emotion identified in the audio, Which social interaction would be most appropriate as a response ? (a) Apologize and admit your mistake, if appropriate. (b) Apologize for their discomfort and change the topic to avoid making them more uncomfortable. (c) Suggest an activity to keep the positive energy flowing. (d) Encourage them to take deep breaths to relax.",(d) Encourage them to take deep breaths to relax.
1042_IWW_FEA_XX.wav,fear,What emotional tone or feeling is conveyed by the speaker in the given audio file based on their vocal cues? (a) angry (b) disgust (c) sad (d) fear, (d) fear,Which situation best fits the emotion expressed in the speech? (a) Seeing an unpleasant image online. (b) A person yelling after being cut off in traffic. (c) Saying goodbye at an airport. (d) Facing an aggressive dog on the street.,(d) Facing an aggressive dog on the street.
1022_TAI_FEA_XX.wav,fear,Can you identify the speaker's emotion from this clip? (a) disgust (b) angry (c) fear (d) happy, (c) fear,"From the provided sentences, which one best matches the emotional state of individuals who are experiencing the same emotion as the speaker? (a) I’m so excited, I just can’t contain my happiness! (b) How dare they treat me so unfairly like this! (c) This is terrifying, I can’t stop thinking about it. (d) I feel so empty, like nothing matters anymore.","(c) This is terrifying, I can’t stop thinking about it."
1061_IOM_FEA_XX.wav,fear,Can you identify the speaker's emotion from this clip? (a) sad (b) disgust (c) fear (d) happy, (c) fear,"From the provided options, which scenario most likely corresponds to the emotion expressed by the speaker in the speech? (a) Slamming a door after a disagreement. (b) Preparing for a high-stakes exam with anxiety. (c) Hearing a shocking and offensive statement. (d) Celebrating a birthday with friends and family.",(b) Preparing for a high-stakes exam with anxiety.
1052_ITS_FEA_XX.wav,fear,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) fear (b) happy (c) sad (d) disgust", (a) fear,"Based on the emotional tone of the speech, which scenario seems to best reflect the speaker's emotion? (a) Reacting to a sudden loud noise in an empty house. (b) Celebrating a birthday with friends and family. (c) A heated argument between colleagues. (d) Reading a heartfelt goodbye letter.",(a) Reacting to a sudden loud noise in an empty house.
1074_TIE_FEA_XX.wav,fear,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) disgust (b) fear (c) happy (d) angry", (b) fear,"Which sentence best reflects the same emotion identified in the audio? (a) I’m really scared about what might happen next. (b) I’m just so happy I could burst! (c) I’m feeling so down, like nothing can lift my spirits. (d) This situation is really starting to piss me off!",(a) I’m really scared about what might happen next.
1008_IOM_FEA_XX.wav,fear,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) angry (b) fear (c) happy (d) disgust", (b) fear,"Among the following facial expressions, which one do you think best corresponds to the emotion conveyed in the audio clip? (a) Eyes crinkling with an open-mouthed laugh (b) Wide-open eyes with raised eyebrows and slightly parted lips. (c) Furrowed brows with slightly open mouth, as if about to shout. (d) Averted gaze with a grimacing mouth",(b) Wide-open eyes with raised eyebrows and slightly parted lips.
1054_MTI_FEA_XX.wav,fear,Can you identify the speaker's emotion from this clip? (a) sad (b) disgust (c) happy (d) fear, (d) fear,"Considering the emotion communicated in this speech, which of these scenarios aligns most closely with the speaker's emotional state? (a) Watching a touching but sorrowful movie scene. (b) A person yelling after being cut off in traffic. (c) Facing an aggressive dog on the street. (d) Laughing at a funny joke in a conversation.",(c) Facing an aggressive dog on the street.
1064_ITS_FEA_XX.wav,fear,"Considering a provided audio clip, can you determine the emotional state expressed by the speaker in the recording? (a) sad (b) fear (c) angry (d) disgust", (b) fear,"Based on the emotion identified in the audio, which of these facial expressions is most likely to match the speaker's emotional state? (a) Wide-open eyes with raised eyebrows and slightly parted lips. (b) Downturned mouth and teary eyes (c) A broad smile with sparkling eyes (d) Tightly pressed lips with glaring eyes",(a) Wide-open eyes with raised eyebrows and slightly parted lips.
1089_MTI_FEA_XX.wav,fear,What emotional tone or feeling is conveyed by the speaker in the given audio file based on their vocal cues? (a) fear (b) angry (c) happy (d) sad, (a) fear,What facial expression most aligns with the emotion in the recording? (a) Averted gaze with a grimacing mouth (b) A broad smile with sparkling eyes (c) Flared nostrils with a tense expression (d) Frozen facial expression with trembling lips and quickened breathing.,(d) Frozen facial expression with trembling lips and quickened breathing.
1041_DFA_FEA_XX.wav,fear,What is the emotional tone of the speaker in the audio? (a) happy (b) fear (c) angry (d) disgust, (b) fear,"Which sentence most accurately reflects how people feeling the same emotion as the speaker might express themselves? (a) I’m just so happy I could burst! (b) I feel like I’m in danger, and I don’t know what to do. (c) This situation is really starting to piss me off! (d) This makes me feel sick to my stomach.","(b) I feel like I’m in danger, and I don’t know what to do."
1086_ITS_FEA_XX.wav,fear,What emotion is the speaker expressing in the audio? (a) disgust (b) sad (c) fear (d) angry, (c) fear,"Given the emotion the speaker expressed in the audio, which social interaction is the most appropriate response? (a) Listen attentively without interrupting to let them vent. (b) Express genuine excitement for their good news or achievement. (c) Avoid discussing further and respect their aversion to the topic. (d) Encourage them to take deep breaths to relax.",(d) Encourage them to take deep breaths to relax.
1081_ITS_FEA_XX.wav,fear,Can you identify the speaker's emotion from this clip? (a) sad (b) happy (c) fear (d) disgust, (c) fear,"From the provided options, which scenario most likely corresponds to the emotion expressed by the speaker in the speech? (a) Preparing for a high-stakes exam with anxiety. (b) A person smiling after receiving good news. (c) Hearing a shocking and offensive statement. (d) A parent scolding their child for misbehavior.",(a) Preparing for a high-stakes exam with anxiety.
1033_IWW_FEA_XX.wav,fear,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) sad (b) happy (c) fear (d) angry", (c) fear,"Considering the emotion expressed by the speaker in the audio, which social interaction do you think is most appropriate as a response? (a) Calmly acknowledge their frustration and suggest a solution. (b) Listen empathetically and let them express their feelings. (c) Hold their hand or offer some physical reassurance. (d) Avoid discussing further and respect their aversion to the topic.",(c) Hold their hand or offer some physical reassurance.
1082_TIE_FEA_XX.wav,fear,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) happy (b) disgust (c) fear (d) angry", (c) fear,Which situation best fits the emotion expressed in the speech? (a) Walking alone in a dark alley at night. (b) A person smiling after receiving good news. (c) A heated argument between colleagues. (d) Hearing a shocking and offensive statement.,(a) Walking alone in a dark alley at night.
1041_IEO_FEA_MD.wav,fear,How does the speaker feel in the recording? (a) fear (b) sad (c) angry (d) disgust, (a) fear,Which situation best fits the emotion expressed in the speech? (a) Reacting to a sudden loud noise in an empty house. (b) Seeing an unpleasant image online. (c) Laughing at a funny joke in a conversation. (d) Attending a close friend's funeral.,(a) Reacting to a sudden loud noise in an empty house.
1052_IWL_FEA_XX.wav,fear,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) sad (b) angry (c) happy (d) fear", (d) fear,"Which of the following sentences would most likely reflect the emotional state of people experiencing the same emotion as the speaker? (a) This makes me feel sick to my stomach. (b) I’m so excited, I just can’t contain my happiness! (c) I feel like I’m in danger, and I don’t know what to do. (d) This situation is really starting to piss me off!","(c) I feel like I’m in danger, and I don’t know what to do."
1053_TIE_FEA_XX.wav,fear,What emotion is the speaker expressing in the audio? (a) happy (b) fear (c) angry (d) disgust, (b) fear,Which situation best fits the emotion expressed in the speech? (a) Hearing a shocking and offensive statement. (b) Reacting to a sudden loud noise in an empty house. (c) Throwing an object in frustration. (d) Watching a touching but sorrowful movie scene.,(b) Reacting to a sudden loud noise in an empty house.
1025_TAI_FEA_XX.wav,fear,What emotional tone or feeling is conveyed by the speaker in the given audio file based on their vocal cues? (a) fear (b) happy (c) sad (d) angry, (a) fear,"Based on the emotion identified in the audio, Which social interaction would be most appropriate as a response ? (a) Suggest an activity to keep the positive energy flowing. (b) Listen attentively without interrupting to let them vent. (c) Stay calm and provide support to ease their anxiety. (d) Provide emotional support and avoid dismissing their sadness.",(c) Stay calm and provide support to ease their anxiety.
1080_WSI_FEA_XX.wav,fear,What emotion is the speaker expressing in the audio? (a) fear (b) angry (c) sad (d) happy, (a) fear,"From the listed facial expressions, which do you think is the most accurate representation of the emotion heard in the audio? (a) Tightly pressed lips with glaring eyes (b) Downturned mouth and teary eyes (c) Relaxed facial muscles with a cheerful grin (d) Frozen facial expression with trembling lips and quickened breathing.",(d) Frozen facial expression with trembling lips and quickened breathing.
1001_TAI_FEA_XX.wav,fear,What emotional tone or feeling is conveyed by the speaker in the given audio file based on their vocal cues? (a) happy (b) angry (c) sad (d) fear, (d) fear,"What facial expression most aligns with the emotion in the recording? (a) A warm, genuine smile with slightly tilted head (b) Frozen facial expression with trembling lips and quickened breathing. (c) Retracted chin with one corner of the mouth twitching, as if intolerable. (d) Tightly pressed lips with glaring eyes",(b) Frozen facial expression with trembling lips and quickened breathing.
1090_IOM_FEA_XX.wav,fear,What emotion is the speaker expressing in the audio? (a) fear (b) sad (c) disgust (d) angry, (a) fear,"Which sentence most accurately reflects how people feeling the same emotion as the speaker might express themselves? (a) Stop making excuses; this is entirely your fault! (b) I can’t breathe, I’m just so afraid right now. (c) I feel so empty, like nothing matters anymore. (d) This makes me feel sick to my stomach.","(b) I can’t breathe, I’m just so afraid right now."
1090_ITS_FEA_XX.wav,fear,"Using the provided audio clip as input, how would you interpret or classify the speaker's underlying emotions? (a) fear (b) sad (c) angry (d) disgust", (a) fear,"Which of the following sentences would most likely reflect the emotional state of people experiencing the same emotion as the speaker? (a) I feel so empty, like nothing matters anymore. (b) I can’t breathe, I’m just so afraid right now. (c) How dare they treat me so unfairly like this! (d) I can’t even look at this without feeling uncomfortable.","(b) I can’t breathe, I’m just so afraid right now."
1038_TIE_FEA_XX.wav,fear,How does the speaker feel in the recording? (a) angry (b) fear (c) happy (d) sad, (b) fear,Which situation best fits the emotion expressed in the speech? (a) Winning a long-anticipated award or prize. (b) Rejecting a tasteless meal with a grimace. (c) Walking alone in a dark alley at night. (d) Attending a close friend's funeral.,(c) Walking alone in a dark alley at night.
1037_ITS_FEA_XX.wav,fear,Can you identify the speaker's emotion from this clip? (a) disgust (b) angry (c) fear (d) happy, (c) fear,"Based on the emotion identified in the audio, which of these facial expressions is most likely to match the speaker's emotional state? (a) A drooping gaze with a slack jaw (b) Wide-open eyes with raised eyebrows and slightly parted lips. (c) Furrowed brows with slightly open mouth, as if about to shout. (d) Squinted eyes and a pinched nose",(b) Wide-open eyes with raised eyebrows and slightly parted lips.
1064_TAI_FEA_XX.wav,fear,"From the available audio recording, can you analyze and identify the emotion being expressed by the speaker? (a) happy (b) sad (c) angry (d) fear", (d) fear,Which facial expression best fits the emotion heard in the audio? (a) A broad smile with sparkling eyes (b) Wide-open eyes with raised eyebrows and slightly parted lips. (c) A heavy sigh with a frown and slumped posture (d) Squinted eyes and a pinched nose,(b) Wide-open eyes with raised eyebrows and slightly parted lips.
1041_IOM_FEA_XX.wav,fear,Can you identify the speaker's emotion from this clip? (a) fear (b) disgust (c) angry (d) happy, (a) fear,Which of the following scenarios do you think best matches the speaker's emotion conveyed in this speech? (a) Celebrating a birthday with friends and family. (b) A parent scolding their child for misbehavior. (c) Attending a close friend's funeral. (d) Preparing for a high-stakes exam with anxiety.,(d) Preparing for a high-stakes exam with anxiety.
1078_ITS_FEA_XX.wav,fear,Can you identify the speaker's emotion from this clip? (a) fear (b) happy (c) sad (d) angry, (a) fear,"Based on the emotion conveyed by the speaker in the audio, which of the following social interactions would be the most suitable response? (a) Reassure them and offer a way to move past the uncomfortable    situation. (b) Give them space to cool off before engaging further. (c) Provide emotional support and avoid dismissing their sadness. (d) Offer reassurance and remind them they are safe.",(d) Offer reassurance and remind them they are safe.
